candidate_pool_key	audit_case_key	audit_split_code	concept_key	concept_type_code	retrieved_by_baselines_json	baseline_ranks_json	best_retrieval_tier_code	best_tier_order	best_candidate_rank	retrieval_status_codes_json	matched_expression_identity_sha256s_json	signal_ledger_by_baseline_json	signal_ledger_sha256
audit_candidate.round2b.sha256_9fdf9b1fe24aba423ca4751a1f8d00794df5652f62d36e088413d87cb38ec38a	audit_case.round2b.sha256_19224217b66760c614f036ea88ba909883da847663652d714ac052b818815d55	held_out	category.orchard_fruit	category	"[""D""]"	"{""D"":2}"	D	4	2	"[""CANDIDATE""]"	[]	"[{""candidate_rank"":2,""relation_type_code"":""broader_than"",""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""D"",""seed_concept_key"":""sensory.plum"",""signal_ledger"":[{""relation_type_code"":""broader_than"",""signal_code"":""typed_graph_hop"",""source_concept_key"":""sensory.plum"",""traversal_direction"":""INCOMING"",""value"":1}],""traversal_direction"":""INCOMING""}]"	17459e4788d456da0269f491e34f92a229a0bdfc50f5fca05d35d2bfa3e6a173
audit_candidate.round2b.sha256_2be7dd7ec9d726afd1b715767229442449232cdaa12750764432e33f499626f0	audit_case.round2b.sha256_19beacf3317c8a53ba4e96a398b34074e3c00b7369aad9f70dd8f36243279f8a	held_out	sensory.dark_chocolate	sensory_attribute	"[""C"",""D""]"	"{""C"":1,""D"":1}"	C	3	1	"[""CANDIDATE""]"	"[""a8d30cbf56485e8c96bb2bbaa40d623b00534ac144f70c7b14ec3909b853993e""]"	"[{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""C"",""retrieval_tier_code"":""C"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""pg_trgm_similarity"",""value"":0.48387095,""value_semantics"":""orthographic similarity only""}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""C"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""pg_trgm_similarity"",""value"":0.48387095,""value_semantics"":""orthographic similarity only""}],""traversal_direction"":null}]"	10b1207ac4094683be1192dc7f6f6c85b8e81d93365d93905b128d3dda60fd58
audit_candidate.round2b.sha256_10c52d57048ee9b39763fe379c50343af8ae964bd0537ff0b2bdf6bde1d033d9	audit_case.round2b.sha256_19beacf3317c8a53ba4e96a398b34074e3c00b7369aad9f70dd8f36243279f8a	held_out	category.cocoa_chocolate	category	"[""D""]"	"{""D"":2}"	D	4	2	"[""CANDIDATE""]"	[]	"[{""candidate_rank"":2,""relation_type_code"":""broader_than"",""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""D"",""seed_concept_key"":""sensory.dark_chocolate"",""signal_ledger"":[{""relation_type_code"":""broader_than"",""signal_code"":""typed_graph_hop"",""source_concept_key"":""sensory.dark_chocolate"",""traversal_direction"":""INCOMING"",""value"":1}],""traversal_direction"":""INCOMING""}]"	bada20d88f9e4df3be0afb84a390fa77fc59bfd40398e1779031076a1bfe08c4
audit_candidate.round2b.sha256_d3a67aef3f2a3379946c9af5feed88a78de89ec8e9944547c67d2a95fb8a9b95	audit_case.round2b.sha256_1a0c390e6a5ebb8c3270143982ba5f6c6b4f1bece16c116b5a33848537dc133b	development	sensory.jasmine	sensory_attribute	"[""C"",""D""]"	"{""C"":1,""D"":1}"	C	3	1	"[""CANDIDATE""]"	"[""267705c0691d929bfd7ddab2da658dd749e8dc01ab414a24855895afbb8aaa5e""]"	"[{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""C"",""retrieval_tier_code"":""C"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""pg_trgm_similarity"",""value"":0.44444445,""value_semantics"":""orthographic similarity only""}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""C"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""pg_trgm_similarity"",""value"":0.44444445,""value_semantics"":""orthographic similarity only""}],""traversal_direction"":null}]"	e0b88e62f0e7c0a044eaeeace052a97b76d58a49101c87dd14ce486273697424
audit_candidate.round2b.sha256_5d28c3a5a987253eb8af17c95d87d9cd56c439de1efc6dc4df4d2de0c76af78a	audit_case.round2b.sha256_1a0c390e6a5ebb8c3270143982ba5f6c6b4f1bece16c116b5a33848537dc133b	development	category.floral	category	"[""D""]"	"{""D"":2}"	D	4	2	"[""CANDIDATE""]"	[]	"[{""candidate_rank"":2,""relation_type_code"":""broader_than"",""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""D"",""seed_concept_key"":""sensory.jasmine"",""signal_ledger"":[{""relation_type_code"":""broader_than"",""signal_code"":""typed_graph_hop"",""source_concept_key"":""sensory.jasmine"",""traversal_direction"":""INCOMING"",""value"":1}],""traversal_direction"":""INCOMING""}]"	b76f7c51a9d53993996d97a48cb64c304b37da1f627ccf6f0c943527c314a5b3
audit_candidate.round2b.sha256_210447e8519e02662a605c75498570c4d8ade41a9ea946b14556c0a3bda5e76f	audit_case.round2b.sha256_1aab29f4af4f5bc524248975afcce2c04612270bd3eeb7c5967c4ab9b6326aca	held_out	sensory.dark_chocolate	sensory_attribute	"[""C"",""D""]"	"{""C"":1,""D"":1}"	C	3	1	"[""CANDIDATE""]"	"[""a8d30cbf56485e8c96bb2bbaa40d623b00534ac144f70c7b14ec3909b853993e""]"	"[{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""C"",""retrieval_tier_code"":""C"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""pg_trgm_similarity"",""value"":0.4347826,""value_semantics"":""orthographic similarity only""}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""C"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""pg_trgm_similarity"",""value"":0.4347826,""value_semantics"":""orthographic similarity only""}],""traversal_direction"":null}]"	9957c84bf6438dcb643ed363803b7655ae5943ec8af378eca08aff1ede48d8d9
audit_candidate.round2b.sha256_d0a2c0ce49dc21013a21e15401a6eb9e54b3c99a5cb2039069f43748ed2f4e7a	audit_case.round2b.sha256_1aab29f4af4f5bc524248975afcce2c04612270bd3eeb7c5967c4ab9b6326aca	held_out	category.cocoa_chocolate	category	"[""D""]"	"{""D"":2}"	D	4	2	"[""CANDIDATE""]"	[]	"[{""candidate_rank"":2,""relation_type_code"":""broader_than"",""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""D"",""seed_concept_key"":""sensory.dark_chocolate"",""signal_ledger"":[{""relation_type_code"":""broader_than"",""signal_code"":""typed_graph_hop"",""source_concept_key"":""sensory.dark_chocolate"",""traversal_direction"":""INCOMING"",""value"":1}],""traversal_direction"":""INCOMING""}]"	bada20d88f9e4df3be0afb84a390fa77fc59bfd40398e1779031076a1bfe08c4
audit_candidate.round2b.sha256_fae8487e047499f1db07342d0e0e62120b2254e86465bf143cefc242db4065a9	audit_case.round2b.sha256_1abbac17c11d02097bac008b10042a4c669211ebc04d639485a9fe2d59f17880	held_out	sensory.raisin	sensory_attribute	"[""C"",""D""]"	"{""C"":1,""D"":1}"	C	3	1	"[""CANDIDATE""]"	"[""25bc59f6a9d6ffbb9dbd48d5ff50eadf9000f29c8d911c5a8a6870da7e686579""]"	"[{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""C"",""retrieval_tier_code"":""C"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""pg_trgm_similarity"",""value"":0.5,""value_semantics"":""orthographic similarity only""}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""C"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""pg_trgm_similarity"",""value"":0.5,""value_semantics"":""orthographic similarity only""}],""traversal_direction"":null}]"	87b9cb59177b2e1bb7d0ea28d92794cafad9bba35340bcdf4afd60ca1295b768
audit_candidate.round2b.sha256_1bfd26b284ef3870d9494f956397406f3b4dacd7f6537872ec018765c7f9b7de	audit_case.round2b.sha256_1abbac17c11d02097bac008b10042a4c669211ebc04d639485a9fe2d59f17880	held_out	category.dried_fruit	category	"[""D""]"	"{""D"":2}"	D	4	2	"[""CANDIDATE""]"	[]	"[{""candidate_rank"":2,""relation_type_code"":""broader_than"",""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""D"",""seed_concept_key"":""sensory.raisin"",""signal_ledger"":[{""relation_type_code"":""broader_than"",""signal_code"":""typed_graph_hop"",""source_concept_key"":""sensory.raisin"",""traversal_direction"":""INCOMING"",""value"":1}],""traversal_direction"":""INCOMING""}]"	3b5aa93c450dfb3308ed1159b36cdf501fb073d73c69956958ddc3edb7868f29
audit_candidate.round2b.sha256_c930274c58ec64f07c5debbd81f318db6dee4117f65711545990daa0c513632e	audit_case.round2b.sha256_1ac5b9c83e9b945e834881d469b925c4d680eef4dfb040baf01ccd569186f72a	held_out	sensory.butter	sensory_attribute	"[""C"",""D""]"	"{""C"":1,""D"":1}"	C	3	1	"[""CANDIDATE""]"	"[""dbb0db3841dea5a2093879b9556955f76874cf8b3e939ad854439826ab918a4f""]"	"[{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""C"",""retrieval_tier_code"":""C"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""pg_trgm_similarity"",""value"":0.5833333,""value_semantics"":""orthographic similarity only""}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""C"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""pg_trgm_similarity"",""value"":0.5833333,""value_semantics"":""orthographic similarity only""}],""traversal_direction"":null}]"	6f36e57358384878fe9059e2dff7dd1df8fa9b745d6196b4838886f750817e2c
audit_candidate.round2b.sha256_bc991599040834fd59dfe8253718f76a78746b9d45cc7dd4f62f7e6fc2e8afc8	audit_case.round2b.sha256_1ac5b9c83e9b945e834881d469b925c4d680eef4dfb040baf01ccd569186f72a	held_out	category.sweet_brown	category	"[""D""]"	"{""D"":2}"	D	4	2	"[""CANDIDATE""]"	[]	"[{""candidate_rank"":2,""relation_type_code"":""broader_than"",""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""D"",""seed_concept_key"":""sensory.butter"",""signal_ledger"":[{""relation_type_code"":""broader_than"",""signal_code"":""typed_graph_hop"",""source_concept_key"":""sensory.butter"",""traversal_direction"":""INCOMING"",""value"":1}],""traversal_direction"":""INCOMING""}]"	3129f84a00c14885da61c60ef5926d122f52a03d03630722d2470367981acee0
audit_candidate.round2b.sha256_ef45479d80dba9777db0a9b70ef73788a76e1822da6b0f2a52250c15d164aed9	audit_case.round2b.sha256_1b6db2dc55a7bd206ac7f1d3dd93b855ac5ed9bafe80e824ade7609715eef45d	development	sensory.dark_chocolate	sensory_attribute	"[""C"",""D""]"	"{""C"":1,""D"":1}"	C	3	1	"[""CANDIDATE""]"	"[""a8d30cbf56485e8c96bb2bbaa40d623b00534ac144f70c7b14ec3909b853993e""]"	"[{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""C"",""retrieval_tier_code"":""C"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""pg_trgm_similarity"",""value"":0.45454547,""value_semantics"":""orthographic similarity only""}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""C"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""pg_trgm_similarity"",""value"":0.45454547,""value_semantics"":""orthographic similarity only""}],""traversal_direction"":null}]"	cba37e533796109f1c596d83ee2af8f0ab492d23b049e0936c793ef049d30b41
audit_candidate.round2b.sha256_a94d76f8a7218073d363a17e0499ad5954a78d40a900f906dafd9569ef100ee5	audit_case.round2b.sha256_1b6db2dc55a7bd206ac7f1d3dd93b855ac5ed9bafe80e824ade7609715eef45d	development	category.cocoa_chocolate	category	"[""D""]"	"{""D"":2}"	D	4	2	"[""CANDIDATE""]"	[]	"[{""candidate_rank"":2,""relation_type_code"":""broader_than"",""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""D"",""seed_concept_key"":""sensory.dark_chocolate"",""signal_ledger"":[{""relation_type_code"":""broader_than"",""signal_code"":""typed_graph_hop"",""source_concept_key"":""sensory.dark_chocolate"",""traversal_direction"":""INCOMING"",""value"":1}],""traversal_direction"":""INCOMING""}]"	bada20d88f9e4df3be0afb84a390fa77fc59bfd40398e1779031076a1bfe08c4
audit_candidate.round2b.sha256_ea87ce6ff9ad18f9883230eee5e7c4a1e3cedfa098cd0e24c002902c65b35111	audit_case.round2b.sha256_1b71eda9a59d55f9148fd7681df75835561bcf101762aba9a8450bc94c9b904d	development	sensory.almond	sensory_attribute	"[""C"",""D""]"	"{""C"":1,""D"":1}"	C	3	1	"[""CANDIDATE""]"	"[""b78672c7dc676b6a75e165701677d46faaab52e8b38353c4e778ddd3836b50d2""]"	"[{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""C"",""retrieval_tier_code"":""C"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""pg_trgm_similarity"",""value"":0.4375,""value_semantics"":""orthographic similarity only""}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""C"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""pg_trgm_similarity"",""value"":0.4375,""value_semantics"":""orthographic similarity only""}],""traversal_direction"":null}]"	c10fb4701a7cb26df9ab10a74a7127484cc9bb7c66da1cfce713ebef570be812
audit_candidate.round2b.sha256_1284770857865cb39f97b82de2c6858a0b0b84ccd609581c203a8b9309207669	audit_case.round2b.sha256_1b71eda9a59d55f9148fd7681df75835561bcf101762aba9a8450bc94c9b904d	development	category.nut_seed	category	"[""D""]"	"{""D"":2}"	D	4	2	"[""CANDIDATE""]"	[]	"[{""candidate_rank"":2,""relation_type_code"":""broader_than"",""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""D"",""seed_concept_key"":""sensory.almond"",""signal_ledger"":[{""relation_type_code"":""broader_than"",""signal_code"":""typed_graph_hop"",""source_concept_key"":""sensory.almond"",""traversal_direction"":""INCOMING"",""value"":1}],""traversal_direction"":""INCOMING""}]"	7acab61e5dcef71f0536f3a3f9f04553fd418372544277ca976e1b1956afaa2a
audit_candidate.round2b.sha256_35610f54dcf3f636235f209ed89bc41be9bd8bd54ac73c7d267a1b48f03fda33	audit_case.round2b.sha256_1ba1f41743343d81eed8326fdcbf114240e963a43d7ac1f0f9903d0175c65ee3	held_out	sensory.raspberry	sensory_attribute	"[""C"",""D""]"	"{""C"":1,""D"":1}"	C	3	1	"[""CANDIDATE""]"	"[""a74984791ae48f5485160364e8bb54fd714c7b4eddaff0abb892b9dd35b764ce""]"	"[{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""C"",""retrieval_tier_code"":""C"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""pg_trgm_similarity"",""value"":0.4347826,""value_semantics"":""orthographic similarity only""}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""C"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""pg_trgm_similarity"",""value"":0.4347826,""value_semantics"":""orthographic similarity only""}],""traversal_direction"":null}]"	9957c84bf6438dcb643ed363803b7655ae5943ec8af378eca08aff1ede48d8d9
audit_candidate.round2b.sha256_91a7e5e5387eb344dc6409bd2abac91af8dbe23b698235401c37ed5fe92e8c57	audit_case.round2b.sha256_1ba1f41743343d81eed8326fdcbf114240e963a43d7ac1f0f9903d0175c65ee3	held_out	sensory.hazelnut	sensory_attribute	"[""C"",""D""]"	"{""C"":2,""D"":2}"	C	3	2	"[""CANDIDATE""]"	"[""31c8042e20dfdde915d6c8f9caf9a36bfd841f2468350567d6daccdbfafd012e""]"	"[{""candidate_rank"":2,""relation_type_code"":null,""retrieval_baseline_code"":""C"",""retrieval_tier_code"":""C"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""pg_trgm_similarity"",""value"":0.39130434,""value_semantics"":""orthographic similarity only""}],""traversal_direction"":null},{""candidate_rank"":2,""relation_type_code"":null,""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""C"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""pg_trgm_similarity"",""value"":0.39130434,""value_semantics"":""orthographic similarity only""}],""traversal_direction"":null}]"	daaafa6a0b67af95e121345b8255f55b5226fb4e78cf3b30ebc01c76081bb71d
audit_candidate.round2b.sha256_8fe8c92564a3ec33a579b5d6a7e77db69321124722958c1c0919e602cd4cee39	audit_case.round2b.sha256_1ba1f41743343d81eed8326fdcbf114240e963a43d7ac1f0f9903d0175c65ee3	held_out	category.nut_seed	category	"[""D""]"	"{""D"":3}"	D	4	3	"[""CANDIDATE""]"	[]	"[{""candidate_rank"":3,""relation_type_code"":""broader_than"",""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""D"",""seed_concept_key"":""sensory.hazelnut"",""signal_ledger"":[{""relation_type_code"":""broader_than"",""signal_code"":""typed_graph_hop"",""source_concept_key"":""sensory.hazelnut"",""traversal_direction"":""INCOMING"",""value"":1}],""traversal_direction"":""INCOMING""}]"	a16e70f0f598a937c242eb0608cecae2ab377d3c0098caf17de0b110bd76e269
audit_candidate.round2b.sha256_3822b51cbf4b966fc90fedde7e7e0741171d6271aae084fe6f3727a683028aff	audit_case.round2b.sha256_1ba1f41743343d81eed8326fdcbf114240e963a43d7ac1f0f9903d0175c65ee3	held_out	category.berry	category	"[""D""]"	"{""D"":4}"	D	4	4	"[""CANDIDATE""]"	[]	"[{""candidate_rank"":4,""relation_type_code"":""broader_than"",""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""D"",""seed_concept_key"":""sensory.raspberry"",""signal_ledger"":[{""relation_type_code"":""broader_than"",""signal_code"":""typed_graph_hop"",""source_concept_key"":""sensory.raspberry"",""traversal_direction"":""INCOMING"",""value"":1}],""traversal_direction"":""INCOMING""}]"	3f96099a376984008490dd7c2f6c409aaaa705f870a7c994f5dd0cb1059558e6
audit_candidate.round2b.sha256_de8f539e8342b5366bf74345b38eeba87ab8d2105e10d0684a2e5feb1968be60	audit_case.round2b.sha256_1bbda454830698da57e441505c6a90a4b58b6ecf9adb2ced49da06f74e0d8481	held_out	sensory.blackberry	sensory_attribute	"[""C"",""D""]"	"{""C"":1,""D"":1}"	C	3	1	"[""CANDIDATE""]"	"[""567f121a91dc6823e832b3ba72fa95fcf8de83f40e0363874ba8a4be9d4d717c""]"	"[{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""C"",""retrieval_tier_code"":""C"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""pg_trgm_similarity"",""value"":0.6923077,""value_semantics"":""orthographic similarity only""}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""C"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""pg_trgm_similarity"",""value"":0.6923077,""value_semantics"":""orthographic similarity only""}],""traversal_direction"":null}]"	2d010fee85008c7095161067d10eb88e3afdec142c31f8445c8947d53592a0a2
audit_candidate.round2b.sha256_d4f9ed08db97ab25c17cbc6c893ab03f6898d60c50c4de6a6ef81aec47df0d54	audit_case.round2b.sha256_1bbda454830698da57e441505c6a90a4b58b6ecf9adb2ced49da06f74e0d8481	held_out	sensory.black_tea	sensory_attribute	"[""C"",""D""]"	"{""C"":2,""D"":2}"	C	3	2	"[""CANDIDATE""]"	"[""837c404255ffb9e729dafd135234fef6b609127dd222396268e36a5b3ebe8e58""]"	"[{""candidate_rank"":2,""relation_type_code"":null,""retrieval_baseline_code"":""C"",""retrieval_tier_code"":""C"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""pg_trgm_similarity"",""value"":0.4,""value_semantics"":""orthographic similarity only""}],""traversal_direction"":null},{""candidate_rank"":2,""relation_type_code"":null,""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""C"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""pg_trgm_similarity"",""value"":0.4,""value_semantics"":""orthographic similarity only""}],""traversal_direction"":null}]"	9ce584001cc1f56c27f81cfcd5aff751aefc70600f4a90b25c97098aef0c8ac1
audit_candidate.round2b.sha256_da381358163955f36abc897cd7ebc85e5f605cb8b1b310dbe8cb12491a3cc524	audit_case.round2b.sha256_1bbda454830698da57e441505c6a90a4b58b6ecf9adb2ced49da06f74e0d8481	held_out	sensory.blueberry	sensory_attribute	"[""C"",""D""]"	"{""C"":3,""D"":3}"	C	3	3	"[""CANDIDATE""]"	"[""ec2f861050cfb938b8b466f3df374d8e223fcdbd5c50fbf698e95e3ecdc3e3e2""]"	"[{""candidate_rank"":3,""relation_type_code"":null,""retrieval_baseline_code"":""C"",""retrieval_tier_code"":""C"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""pg_trgm_similarity"",""value"":0.4,""value_semantics"":""orthographic similarity only""}],""traversal_direction"":null},{""candidate_rank"":3,""relation_type_code"":null,""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""C"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""pg_trgm_similarity"",""value"":0.4,""value_semantics"":""orthographic similarity only""}],""traversal_direction"":null}]"	c49cbbeb2d68c63199e22b5314626d6141bb46bde1bcb3cb8f7509c8a96aa6b6
audit_candidate.round2b.sha256_779ae16b115d202341050d910e70202d31e8ae6f5de6920b79dc6841ad03ed7e	audit_case.round2b.sha256_1bbda454830698da57e441505c6a90a4b58b6ecf9adb2ced49da06f74e0d8481	held_out	category.berry	category	"[""D""]"	"{""D"":4}"	D	4	4	"[""CANDIDATE""]"	[]	"[{""candidate_rank"":4,""relation_type_code"":""broader_than"",""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""D"",""seed_concept_key"":""sensory.blackberry"",""signal_ledger"":[{""relation_type_code"":""broader_than"",""signal_code"":""typed_graph_hop"",""source_concept_key"":""sensory.blackberry"",""traversal_direction"":""INCOMING"",""value"":1}],""traversal_direction"":""INCOMING""}]"	f55ade91a2404158b0e86d17c04147f74a2216f8d84ad94a7d6a6c1d6b208932
audit_candidate.round2b.sha256_e30c9efb6dd58cfc4b961a3a72001e5feebec244e3fe0b96225f579800247f24	audit_case.round2b.sha256_1bbda454830698da57e441505c6a90a4b58b6ecf9adb2ced49da06f74e0d8481	held_out	category.tea	category	"[""D""]"	"{""D"":5}"	D	4	5	"[""CANDIDATE""]"	[]	"[{""candidate_rank"":5,""relation_type_code"":""broader_than"",""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""D"",""seed_concept_key"":""sensory.black_tea"",""signal_ledger"":[{""relation_type_code"":""broader_than"",""signal_code"":""typed_graph_hop"",""source_concept_key"":""sensory.black_tea"",""traversal_direction"":""INCOMING"",""value"":1}],""traversal_direction"":""INCOMING""}]"	f145d2148202a7f5e25ed17f98ea648ac6d6dbdd8dab79f4f8fdc620c6550187
audit_candidate.round2b.sha256_176583c7cd85f55bddd6ddcda217a4dd07ec5f8228a6f673e88d23c7e3c2c2fa	audit_case.round2b.sha256_1bc6829f72d30b7fc3e89f2fdb2c3463951ab5ff1c28059c0144d04a9df6a7ca	held_out	sensory.orange	sensory_attribute	"[""C"",""D""]"	"{""C"":1,""D"":1}"	C	3	1	"[""CANDIDATE""]"	"[""9c964d0f449ce93ccaeae2118c52cff04bbc1e357f2487aab0225b3db585893b""]"	"[{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""C"",""retrieval_tier_code"":""C"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""pg_trgm_similarity"",""value"":0.4375,""value_semantics"":""orthographic similarity only""}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""C"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""pg_trgm_similarity"",""value"":0.4375,""value_semantics"":""orthographic similarity only""}],""traversal_direction"":null}]"	c10fb4701a7cb26df9ab10a74a7127484cc9bb7c66da1cfce713ebef570be812
audit_candidate.round2b.sha256_40d1494bf3e8c239b7729d89ee2ee272c71f1cea4bfe5ec8aa1d44b97b0d155a	audit_case.round2b.sha256_1bc6829f72d30b7fc3e89f2fdb2c3463951ab5ff1c28059c0144d04a9df6a7ca	held_out	category.citrus	category	"[""D""]"	"{""D"":2}"	D	4	2	"[""CANDIDATE""]"	[]	"[{""candidate_rank"":2,""relation_type_code"":""broader_than"",""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""D"",""seed_concept_key"":""sensory.orange"",""signal_ledger"":[{""relation_type_code"":""broader_than"",""signal_code"":""typed_graph_hop"",""source_concept_key"":""sensory.orange"",""traversal_direction"":""INCOMING"",""value"":1}],""traversal_direction"":""INCOMING""}]"	5f36e0e736c484e9ce447e92d184dcec38fdcb0377d7ae23b1f3fc7ae4466953
audit_candidate.round2b.sha256_700dc347c67ce496fde89d020c485171f4f6e5c27cf18f88737ca08ef35152ec	audit_case.round2b.sha256_1bcf2661c2178cb87428c8bcf7ae6f08d87002983666e1f30fcb7d5743eb43f8	held_out	sensory.smooth_mouthfeel	sensory_attribute	"[""C"",""D""]"	"{""C"":1,""D"":1}"	C	3	1	"[""CANDIDATE""]"	"[""1320f8439a151388ce19b52fa3c87c5db1cbec236310ac57fcfcacb94e4fc8d2""]"	"[{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""C"",""retrieval_tier_code"":""C"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""pg_trgm_similarity"",""value"":0.4117647,""value_semantics"":""orthographic similarity only""}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""C"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""pg_trgm_similarity"",""value"":0.4117647,""value_semantics"":""orthographic similarity only""}],""traversal_direction"":null}]"	aed250b5ebd06229426680c8b4d548b697977d0f1a2e2e7ee0c77d7e6efc5151
audit_candidate.round2b.sha256_eb115858c569cd4781b8d650289e67fc985e08849acfea48eb71103f39c9ca3d	audit_case.round2b.sha256_1bcf2661c2178cb87428c8bcf7ae6f08d87002983666e1f30fcb7d5743eb43f8	held_out	category.taste_oral	category	"[""D""]"	"{""D"":2}"	D	4	2	"[""CANDIDATE""]"	[]	"[{""candidate_rank"":2,""relation_type_code"":""broader_than"",""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""D"",""seed_concept_key"":""sensory.smooth_mouthfeel"",""signal_ledger"":[{""relation_type_code"":""broader_than"",""signal_code"":""typed_graph_hop"",""source_concept_key"":""sensory.smooth_mouthfeel"",""traversal_direction"":""INCOMING"",""value"":1}],""traversal_direction"":""INCOMING""}]"	7c8fda7d4b37f4b8bb9f9358f22905b78f1cd2f63e779a9ef8c724eb1c8a521d
