human_audit_item_id	audit_sequence	descriptor_assertion_id	source_family_id	source_artifact_id	effective_record_id	coffee_identity_id	year_id	publication_layer	source_native_form_id	restricted_source_pointer	machine_disposition	machine_output_atom_ids	machine_mapping_states	machine_concept_cluster_ids	collection_tier	blind_review_order_sha256	reviewer_id	human_disposition	human_split_count	human_concept_decision	human_error_category	human_review_note	human_reviewed_at
human-semantic-audit:20776e14c10dcdc0b6fd52e7	423	assertion-b2:5e42ee47125ddd33f06d9f9a	family.project_origin	artifact-b2:7513f5ee31b0a0438262d0c0	effective-b2:c17b5a2247b46f0dd77254d5	coffee-b2:fbde7dd89accb7b14163c2c3	year.2025	PROFESSIONAL_COMMERCIAL_SENSORY_FIELD	source-form:e4378e9c551f7f9cc1539326	hash:sha256:41267dc31caf23cbb102f71e3baaa2d8f364cd5583a1accf1f595ccaa221e9de	VALID_BROAD_SENSORY	cleaned-output-atom:28840c2bad24b79b6ec98f1e	QUALITY_OR_STRUCTURE_ATTRIBUTE	concept-cluster:89815ab731cb2c2b38bd3f75	BRONZE	7e6edb2d58d1a9bc21944a4d377c4d4e7d9b19aaa4fe8038c1619d433205f3c9							
human-semantic-audit:e76bbb0ea0c501807ba209a9	424	assertion-b2:3c3dd64119fed7a7b34b4a04	family.ace_cup_of_excellence	source-artifact:f6657f9e9253339508dce53f	effective-b2:88249e8c417aadc1fdccc54a	coffee-b2:91da42e40490c71a4b8623ae	year.2024	GENERIC_ORGANIZER_SENSORY_FIELD	source-form:056242cd8218e7952ca2a3eb	restricted://post20k_extension/assertions/assertion-b2:3c3dd64119fed7a7b34b4a04	VALID_COMPOUND_SPLIT	cleaned-output-atom:31396ec910f60659e2ea69e9|cleaned-output-atom:aeb5d9cfd38230b37efb450d	MODIFIER_OF_EXISTING_CONCEPT|QUALITY_OR_STRUCTURE_ATTRIBUTE	concept-cluster:f4667d8c54a242c4ffef007d|concept-cluster:85a01358939418c9214457ae	SILVER	7e7671c39eaba5631919bccb9d617ca0da530865d5a40b0d8dc98e2c325ebdde							
human-semantic-audit:383e0f123432c80d10b88b2b	425	assertion-b2:4f60a925f120d11e96b77024	family.sheba_coffee_yemen_auction	artifact-b2:ea6f775592fb968c679c0df3	effective-b2:9c7c0491ad137775e7003a3c	coffee-b2:9c7c0491ad137775e7003a3c	year.2021	PROFESSIONAL_AUCTION_LOT_SENSORY_FIELD	source-form:76d80e6d6547cd7e840cd43d	hash:sha256:61322026bee397b566b2c0bd4bc1e4e504ef2a843da4d0b717119c9cb779426f	NON_DESCRIPTOR	cleaned-output-atom:a9c55295e855c8573aa91f1f	NON_DESCRIPTOR	concept-cluster:8acba5bf78850bc87480fff6	BRONZE	7f068ba90ef68044a71e5c7ecb7b94a57db2d0473df009eaab46f50b39326d99							
human-semantic-audit:29a7b2c69ba58c72a4ff2fa7	426	assertion-b2:8e8cf09f7a141b8b085fde92	family.zenodo_golovinsky_q_grader_dataset	artifact-b2:85df699ea18f5849ef310410	effective-b2:fc4efa823e6b6ca9f4e5e765	coffee-b2:0df2ea0e1a67f7068bbb1acd	year.2026	JUDGE_LEVEL_OBSERVATION	source-form:058ce9bd95f5595d78949494	hash:sha256:058ce9bd95f5595d789494945ff8f29948c9e608550bee23198c81333d6ac756	VALID_DEFECT_OR_NEGATIVE_SENSORY	cleaned-output-atom:dc141e1420193c7f4ce6286d	EXISTING_CANONICAL_EXACT	concept-cluster:efc18a8d21fa523a5a431f62	GOLD	7f5858f38645d6c9578482aa7a6ac31f6d7267cd0a1bc6e49065c5465399a6a6							
human-semantic-audit:0e26f43e43f87bfc02f37ce8	427	assertion-b2:4bf783f5e1e0cbf07844cdc5	family.ace_cup_of_excellence	artifact-b2:2ef2ba931f640a33db6f0d65	effective-b2:243f73ba016beadf65a83972	coffee-b2:7f299ea1c89ba361df0104a7	year.2015	GENERIC_ORGANIZER_SENSORY_FIELD	source-form:2efe147f807a984572e45054	hash:sha256:d1b6d850c97740fe525847feffa37383caa1e36e796422189aa8ef74a290628a	VALID_COMPOUND_PRESERVED	cleaned-output-atom:46aaaaf06272bbe42b896a05	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	concept-cluster:550c354ca9f3411d5b5fe931	SILVER	7fd8e5c35e77e905a79a4fe858f6ec87496b43145b3c8b564ad9d0bf8f6173c4							
human-semantic-audit:de76dd55b9b097c977a32017	428	assertion-b2:e4dc7778f474dc6bdf9673cc	family.frontiers_inera_robusta_q_grader_panel	source-artifact:afadd6ca20ca86ec495bd740	effective-post20k:61402ac51d8b2df8b39bd49e	coffee-post20k:0c88a9a64dc9814d8a494326	year.2021	TRAINED_PANEL_SAMPLE_CONSENSUS	source-form:aa8ad6a6ea5f0b9b393342ba	restricted://post20k_extension/assertions/assertion-b2:e4dc7778f474dc6bdf9673cc	PROCESS_OR_ORIGIN_METADATA	cleaned-output-atom:31188338b0a1ec0219119173	NON_DESCRIPTOR	concept-cluster:ed6b8e3a0438a77041ffac17	GOLD	8067999e33c0208ae28d814e76c4acc7a6313fda71591aea666bc4a39669d1ec							
human-semantic-audit:eac0ac80fba790fdbc354579	429	assertion-b2:e12142acfb71f3a1c1c19dbe	family.ace_cup_of_excellence	source-artifact:f599ab211f5918473ba7f84a	effective-b2:43cd9178f7bc8b6d95ef2877	coffee-b2:f70fdc82aada0be175a0b8ba	year.2025	GENERIC_ORGANIZER_SENSORY_FIELD	source-form:7eb7d3df6b26857c2397e70e	restricted://post20k_extension/assertions/assertion-b2:e12142acfb71f3a1c1c19dbe	VALID_COMPOUND_SPLIT	cleaned-output-atom:c13dd4846987788967fad32e|cleaned-output-atom:a4fa2bd4e4149e155288d2d3|cleaned-output-atom:b8614b17c170e3880fa617e8|cleaned-output-atom:2df1ece8555f1d2d3fbe0f62	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM|AMBIGUOUS_CONCEPT_BOUNDARY|EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM|GENUINE_ONTOLOGY_CANDIDATE	concept-cluster:ef6299fa2df616e4759d76d2|concept-cluster:8eea051c30900ab429f97e1f|concept-cluster:dbe90458cf7cb58a37c297bb|concept-cluster:14f760b79815e92a0aaa2089	SILVER	806c5e051893e7f2f9ea7befd26edfd9395649fa540b1165bf087627837b23d6							
human-semantic-audit:d03262b50623c9b9206281b1	430	assertion-b2:629e94cfe79b4f175e932559	family.frontiers_inera_robusta_q_grader_panel	source-artifact:afadd6ca20ca86ec495bd740	effective-post20k:d309f678c49c8989774bf358	coffee-post20k:e85a4c00dc2162a8320b2ae9	year.2021	TRAINED_PANEL_SAMPLE_CONSENSUS	source-form:f97e9da0e3b879f0a9df979a	restricted://post20k_extension/assertions/assertion-b2:629e94cfe79b4f175e932559	NON_DESCRIPTOR	cleaned-output-atom:f90ca5ad8bf6879581710f10	NON_DESCRIPTOR	concept-cluster:253aa868967b741f0a564e37	GOLD	80c5fff0f451fbe477e3624f117cc08081011f4e8b7de92e0cc508bf45d450a5							
human-semantic-audit:448545ef7b80eb944c81a486	431	assertion-b2:4031f2817bb43ca0a48a13df	family.sheba_coffee_yemen_auction	artifact-b2:ea6f775592fb968c679c0df3	effective-b2:5d07ab78f7ae4eae53c4ee51	coffee-b2:5d07ab78f7ae4eae53c4ee51	year.2021	PROFESSIONAL_AUCTION_LOT_SENSORY_FIELD	source-form:86f517c5641e66952b3b4cca	hash:sha256:68b88a9f0ea395d40a7f9a363fb2866335723422db01aa1c09981672931caa9b	VALID_STRICT_FLAVOR	cleaned-output-atom:51c893c40da6064421c1273f	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	concept-cluster:92bac7e710e58049970d1da9	BRONZE	821269605df908b61c2351c56bbbce1b42235f29c8f34655d7c23567f87e62b8							
human-semantic-audit:10830c0b211a697cb7f1d511	432	assertion-b2:b4a1e1314fe7a4cdfd4e4bc9	family.ace_cup_of_excellence	source-artifact:f2cc86beb17b1b50e4f777c9	effective-b2:30c0e50d7444ca30306c83fd	coffee-b2:52d92212366d2df6cb298f25	year.2024	GENERIC_ORGANIZER_SENSORY_FIELD	source-form:093d15b9d760a3442584673e	restricted://post20k_extension/assertions/assertion-b2:b4a1e1314fe7a4cdfd4e4bc9	UNRESOLVED	cleaned-output-atom:5bb4876a9f063d8b2a016e67	UNRESOLVED	concept-cluster:4bcbc53500cc076860afaf2b	SILVER	8222bec20114b3af375b4efefa67a7fcd6f3fc65f41fa12f87be3b91c61ba637							
human-semantic-audit:423ac9c9c8e329acfa948e87	433	assertion-b2:e65f7cc4e97e945c6e47cd50	family.ace_cup_of_excellence	artifact-b2:cbf08a9275cd92cc1c3f7171	effective-b2:9636cfd252b362873062b31a	coffee-b2:1f66025b16b8b647e588ce32	year.2017	GENERIC_ORGANIZER_SENSORY_FIELD	source-form:a87b3e348ccb598ecb71bb83	hash:sha256:03701cf3c202ae0d42991e44aa9838e63f6736f9ba4be66fa25b129b1f5bab30	VALID_BROAD_SENSORY	cleaned-output-atom:fe0d8cf25b66ca6bfabf6262	QUALITY_OR_STRUCTURE_ATTRIBUTE	concept-cluster:89815ab731cb2c2b38bd3f75	SILVER	82ae57a8d72103fb08d0912cb5264d739ffe9762ee37634d8a06be6d35bca14c							
human-semantic-audit:bed1f3489b2516d12d3563cb	434	assertion-b2:3a61f4f13ca56580299fb6cf	family.ace_cup_of_excellence	artifact-b2:08517147e238066ff8943836	effective-b2:2b22b88e61a41b3d473fd0f0	coffee-b2:394ea5ee675297e1ce0303d7	year.2025	GENERIC_ORGANIZER_SENSORY_FIELD	source-form:c37225e3ea6039c1df04f9d3	hash:sha256:341ec3d7741c325d01b2a680f9b2a6cd0547bfa67f3f1786e45ac1aea11d7b84	PROCESS_OR_ORIGIN_METADATA	cleaned-output-atom:b574b213727ae75a439b68eb	NON_DESCRIPTOR	concept-cluster:2a0ea756032be2c8dab247ce	SILVER	82c94f51530f70868b6a6ee76f1eeeb191aeb91832e3a3f0f37e93e49f6c8c2b							
human-semantic-audit:27b4e8854ec507d3f85a0952	435	assertion-b2:1d47d436d9ebd12ccc9fda71	family.zenodo_golovinsky_q_grader_dataset	artifact-b2:85df699ea18f5849ef310410	effective-b2:8daa37c777be724366bf3a06	coffee-b2:4bbeb7b171d79e38613f2d12	year.2026	JUDGE_LEVEL_OBSERVATION	source-form:00d2064db061fbc29e714b94	hash:sha256:f8940796b1772c70e07cee13241de9e63cb242f96d19b6e6511089f302517562	VALID_COMPOUND_PRESERVED	cleaned-output-atom:021d79cb38fd90682f125d5e	GENUINE_ONTOLOGY_CANDIDATE	concept-cluster:e082d767214258ee18afdb4b	GOLD	82eae0b89190593adb703918ed3a21e1efff33d05f2ecee6e19274794c93e11a							
human-semantic-audit:c6a61384b38e1ace3d3bf928	436	assertion-b2:434ed6646c1b110e0055c0ba	family.ace_cup_of_excellence	artifact-b2:78004154b700ec6457ed0630	effective-b2:da02a00cd4152faac8a16604	coffee-b2:def22ae32322340ee40d3afb	year.2017	GENERIC_ORGANIZER_SENSORY_FIELD	source-form:c0905088ba5b80677849d482	hash:sha256:4563c42e527e538a586939030eebf7d8552f6e68fb232464b1e57dba7f93f764	QUALITY_EVALUATION	cleaned-output-atom:2e6f7ee7ee4221c79e637fc9	QUALITY_OR_STRUCTURE_ATTRIBUTE	concept-cluster:3be242c9f7beb3cf300b6657	SILVER	84648ff382665de7ce795348601485e2330506217dbe2f545aa1c1e464803ba4							
human-semantic-audit:0da61dd41c4c0d7caa1a17d8	437	assertion-b2:b0975e1e4b5730458f32b5b6	family.coffee_board_of_india_fine_cup	artifact-b2:67cf3d0e9cb42b7046f775da	effective-b2:b0437771340f30ef5558ccf5	coffee-b2:b0437771340f30ef5558ccf5	year.2019	OFFICIAL_AUCTION_LOT_SENSORY_FIELD	source-form:c595fb8c9858f086a196d692	hash:sha256:c80e009f599b9d4345832fa47bd468392d71ab58382b0a8239887fa133be7a41	VALID_STRICT_FLAVOR	cleaned-output-atom:85dbce190254d06dca9f0f5d	GENUINE_ONTOLOGY_CANDIDATE	concept-cluster:da0a0a4376d1a4852bd702ab	SILVER	84f53f4cba3a359529aabcb358ae8002b962f249acb9d3d3db67e44296424d68							
human-semantic-audit:d5e5321a487b4753029a2f4c	438	assertion-b2:4fe10f9e984ab62928480132	family.zenodo_golovinsky_q_grader_dataset	artifact-b2:85df699ea18f5849ef310410	effective-b2:744b667ff8500da9c1593ad4	coffee-b2:ff841fdbd856978102ce46e6	year.2026	JUDGE_LEVEL_OBSERVATION	source-form:da43f06caa04c6fd627b63e9	hash:sha256:5f67170ba64ef1cf1af0bd439cf6fb209331f8ee12e1dbb89d0e1ad7023cb29b	VALID_STRICT_FLAVOR	cleaned-output-atom:4f18de2fe6ce6226604cdd9a	EXISTING_CANONICAL_EXACT	concept-cluster:255da3c364d6feb63685dea0	GOLD	85272ca37723ede0bba631d3e24e5c16a0545b628fc7de7d97d7cecaf5aea667							
human-semantic-audit:d8fca0b18f1bd64b46a147ae	439	assertion-b2:2367e2e7e1042fe18839c97d	family.project_origin	artifact-b2:7513f5ee31b0a0438262d0c0	effective-b2:0cc40ccdaade352fb361cc7c	coffee-b2:0b9444a2ba94d623236e42ac	year.2026	PROFESSIONAL_COMMERCIAL_SENSORY_FIELD	source-form:872bf483cf82a99880f30bc3	hash:sha256:11d42c48f8eeec6a9bcd7355958bbbbd6e9debe32157d23f4fe8775a662602c6	VALID_BROAD_SENSORY	cleaned-output-atom:ef600138bb91b89d6d826c49	QUALITY_OR_STRUCTURE_ATTRIBUTE	concept-cluster:85a01358939418c9214457ae	BRONZE	854485b263623b69b437a7ced4c4d20bd020e5c94475ebfc0b4bd748ab77fc61							
human-semantic-audit:c2b8d498415c8c4516fe2ab9	440	assertion-b2:c8b512f36b6fcaf057be6105	family.frontiers_cenicafe_lengupa_trained_cuppers	source-artifact:8c7e3dcee15972eaff0cc5d7	effective-post20k:5a3f291ce8927d7297c104dc	coffee-post20k:124a5f1cdb8986e9a814618d	year.2026	TRAINED_PANEL_SAMPLE_CONSENSUS	source-form:e91c254ad58860a02c788dfb	restricted://post20k_extension/assertions/assertion-b2:c8b512f36b6fcaf057be6105	VALID_DEFECT_OR_NEGATIVE_SENSORY	cleaned-output-atom:915bc4ef6ca90b9da3f9b0d4	DEFECT_CONCEPT_CANDIDATE	concept-cluster:004d28a6a9be49e56120a1d8	GOLD	856fb3023499ae3446a6c4e1ef33c91f63bd59ffd807a6693544fc9612d65378							
human-semantic-audit:49d77e2c8f0b4768a27093c8	441	assertion-b2:473fd5ba20185ea09aaef8ca	family.zenodo_golovinsky_q_grader_dataset	artifact-b2:85df699ea18f5849ef310410	effective-b2:d317670a5472aba663c5fcd6	coffee-b2:cf591c95b0136d1ee659d931	year.2026	JUDGE_LEVEL_OBSERVATION	source-form:1ec0fe141fba1936860db9c5	hash:sha256:77b77601c255f24709f8b13144f531b11eabd9dcc9d29678eb1a08b96b37940c	VALID_BROAD_SENSORY	cleaned-output-atom:b40a64a7dc7b43748817d77f	EXISTING_CANONICAL_EXACT	concept-cluster:e36688b7a55acddfd65f50cb	GOLD	863347ffeb8bccfa0e287946786c544ef9b33b3dc0f9d11b9ad91983f7ebceda							
human-semantic-audit:43634adf63ca81cd4347baf4	442	assertion-b2:1b08de4316690abd64640912	family.ace_cup_of_excellence	artifact-b2:5430cd45646814b5ef5b7b99	effective-b2:6515d8891d46080e21500a70	coffee-b2:631c87d1511dc7de61736188	year.2022	GENERIC_ORGANIZER_SENSORY_FIELD	source-form:98b107ce72c6ec44b1c34619	hash:sha256:f25c68d8e1fc186d7838724b294bf4cd621b9eaa7f03ff1ba5d65658eb0f5c28	AMBIGUOUS_SEMANTIC_OUTPUT	cleaned-output-atom:7614c23044b983a428fbd574	COMPOUND_OF_EXISTING_CONCEPTS	concept-cluster:c19a6d0165dd4c125a54cb8d	SILVER	87130bd43f3469d74f22b35e09eb5e2b396a89f6ea0b7cd7663a7186c613666c							
human-semantic-audit:b7e3da88900a24bf0d5f0eee	443	assertion-b2:97e0c99c3c57a04740e10c85	family.project_origin	artifact-b2:7513f5ee31b0a0438262d0c0	effective-b2:a0120059e07e89c35d841b34	coffee-b2:ffdcbfe3d04dcbcccdc02af0	year.2026	PROFESSIONAL_COMMERCIAL_SENSORY_FIELD	source-form:01e7c30f7fec479d601b6df8	hash:sha256:ab654ca294f5bb9ba7bcf91e58affe1ab2d4ef51461f9e9be5fba9cb92d9fbc0	MODIFIER_ONLY	cleaned-output-atom:ad9606d63b2765c60c9d6276	MODIFIER_OF_EXISTING_CONCEPT	concept-cluster:527fc2be53e4a1f199e90a03	BRONZE	873b606eeed3e4ba3df988010e057ab751af63247d43e2ef4b1afa429c63629e							
human-semantic-audit:d1fff92090f447d41c6848a8	444	assertion-b2:42bfd576f96b2aa711d4e9da	family.zenodo_golovinsky_q_grader_dataset	artifact-b2:85df699ea18f5849ef310410	effective-b2:5e07fc42cfb662f087f9a107	coffee-b2:4e3dc9ab28cf6ad6e03ad1ad	year.2026	JUDGE_LEVEL_OBSERVATION	source-form:728a07126ea01d49ac050b9a	hash:sha256:50ec4d12a2c78566734dd469ae55e953ccce505eea446dba2e90b8dd5adc02f2	VALID_BROAD_SENSORY	cleaned-output-atom:56d5961b85a2f5f582d20ed0	QUALITY_OR_STRUCTURE_ATTRIBUTE	concept-cluster:a4a52534827dbd0ba544ed04	GOLD	87b1fbaedcec5e4fa1cde5b8fc369b52c089baf40ccb4b530b5fb0028f67daee							
human-semantic-audit:a6034316a09f75564f7bdbc5	445	assertion-b2:e9a60e22a4b6f63844cd90c4	family.ace_cup_of_excellence	artifact-b2:08517147e238066ff8943836	effective-b2:2b22b88e61a41b3d473fd0f0	coffee-b2:394ea5ee675297e1ce0303d7	year.2025	GENERIC_ORGANIZER_SENSORY_FIELD	source-form:059b2f90d517985327f5745b	hash:sha256:341ec3d7741c325d01b2a680f9b2a6cd0547bfa67f3f1786e45ac1aea11d7b84	VALID_COMPOUND_PRESERVED	cleaned-output-atom:4fa5042116fdcf122d1a5b5f	GENUINE_ONTOLOGY_CANDIDATE	concept-cluster:1199b9ff2cbf52ce7fbac416	SILVER	87ea0efc187b11c1c1f3d293578793d168d5f40ff978267233585098d35a9bc8							
human-semantic-audit:710c046b51a0ff44a5301bde	446	assertion-b2:87c4a551121a6f0a94e690bf	family.frontiers_inera_robusta_q_grader_panel	source-artifact:afadd6ca20ca86ec495bd740	effective-post20k:7bbade2380d0c302a625a6bd	coffee-post20k:c9a4ac8c65c5a4273ea1c972	year.2022	TRAINED_PANEL_SAMPLE_CONSENSUS	source-form:aa8ad6a6ea5f0b9b393342ba	restricted://post20k_extension/assertions/assertion-b2:87c4a551121a6f0a94e690bf	PROCESS_OR_ORIGIN_METADATA	cleaned-output-atom:59c6d17cd59b65b41b0b6c0d	NON_DESCRIPTOR	concept-cluster:ed6b8e3a0438a77041ffac17	GOLD	88ba3fb7f75de7bb5a38ddbf5a5fbb4bfaea8adabe291f68314bce3f32c7940e							
human-semantic-audit:193938e5c0cd733c2afe09fc	447	assertion-b2:4f1a849dbbd23daf2615242b	family.frontiers_inera_robusta_q_grader_panel	source-artifact:afadd6ca20ca86ec495bd740	effective-post20k:b742edfc3cfa455dfd23fd2f	coffee-post20k:0aaca94dbb9ef6a4509df60a	year.2021	TRAINED_PANEL_SAMPLE_CONSENSUS	source-form:01e7c30f7fec479d601b6df8	restricted://post20k_extension/assertions/assertion-b2:4f1a849dbbd23daf2615242b	MODIFIER_ONLY	cleaned-output-atom:0d586d8498a1ab25f6d880e3	MODIFIER_OF_EXISTING_CONCEPT	concept-cluster:527fc2be53e4a1f199e90a03	GOLD	88c90496acd80c5fec59487216320920351e30324b26e690f2d0883d5002be54							
human-semantic-audit:ec096288ea0fbe02547f251d	448	assertion-b2:84f8f0d3927960701d711515	family.project_origin	artifact-b2:7513f5ee31b0a0438262d0c0	effective-b2:33570197e99307255efbf106	coffee-b2:3cfaba5c36a7291f4d8b3885	year.2025	PROFESSIONAL_COMMERCIAL_SENSORY_FIELD	source-form:63cdaece1a8b498282dd7027	hash:sha256:cc821e4b6e70f1129c1d1d7c253f449be188db19d891c2785a35a9d187604ba9	QUALITY_EVALUATION	cleaned-output-atom:9ac9ceacfabd529d924e926e	QUALITY_OR_STRUCTURE_ATTRIBUTE	concept-cluster:e1200bbf57a7a928f28a223b	BRONZE	88f56d2a7bb8a0bd03ccb395a0206400bdd07288f4e88708ccee5d86d87000eb							
human-semantic-audit:5eb2ff000ae80d6c951fdd70	449	assertion-b2:6f60e64a423fc426306d42ff	family.frontiers_inera_robusta_q_grader_panel	source-artifact:afadd6ca20ca86ec495bd740	effective-post20k:c4a44162af4ccfb44808712d	coffee-post20k:bd01ea7bd19f4bb128e92980	year.2021	TRAINED_PANEL_SAMPLE_CONSENSUS	source-form:f97e9da0e3b879f0a9df979a	restricted://post20k_extension/assertions/assertion-b2:6f60e64a423fc426306d42ff	NON_DESCRIPTOR	cleaned-output-atom:be69cd145bb00100c43f27a8	NON_DESCRIPTOR	concept-cluster:253aa868967b741f0a564e37	GOLD	88f72baf47b78931077c71c34c0b4c9c2f01fffae2e1bb3f9292923d29044920							
human-semantic-audit:f3a3da596fd20e61bb763128	450	assertion-b2:7e3edc3b0eff92a437038d6f	family.zenodo_golovinsky_q_grader_dataset	artifact-b2:85df699ea18f5849ef310410	effective-b2:a06dbe1ff634c26757784a4d	coffee-b2:c3046ad10be6ec3c40753c82	year.2026	JUDGE_LEVEL_OBSERVATION	source-form:b9043c16af362f30807deaf6	hash:sha256:76f98c6e07d562825fd62537824b7ef31fba15109f1b0182b91dcef9483980e3	MODIFIER_ONLY	cleaned-output-atom:ba96709504cde20729a0d9a2	MODIFIER_OF_EXISTING_CONCEPT	concept-cluster:527fc2be53e4a1f199e90a03	GOLD	88fd245eff3ce56955078d0ddb8893926d898574bc08f973c8cc2b255e4ba863							
human-semantic-audit:3bb6cea08f31c222ff08fd67	451	assertion-b2:e32031688c58271fe5ecee29	family.ace_cup_of_excellence	artifact-b2:2080b1df3df4bab9d4525d31	effective-b2:efe712373a575d0282270981	coffee-b2:915823ef5a868bfe74007cc8	year.2025	GENERIC_ORGANIZER_SENSORY_FIELD	source-form:cc26e18280e0f70f32241f13	hash:sha256:84317158e5d85d1c64a1479b67b11c10e818209d4842da3c8333f066ad5404aa	VALID_DEFECT_OR_NEGATIVE_SENSORY	cleaned-output-atom:d46d34ce49d4d516cd7fb8cd	DEFECT_CONCEPT_CANDIDATE	concept-cluster:9fa60cc8bcb7e6d3c8e851a8	SILVER	89f94477ef238ac0f358a43846362a59c0536d61825fbd4b160bc6a0e70e8370							
human-semantic-audit:5d2c4753503e3e3b57fb6ad3	452	assertion-b2:8dc1c4259a5fd060bc7c96f4	family.project_origin	artifact-b2:7513f5ee31b0a0438262d0c0	effective-b2:0178a01cf1fd3deaafb938ee	coffee-b2:427627cc23f7df473150ca1e	year.2025	PROFESSIONAL_COMMERCIAL_SENSORY_FIELD	source-form:01e7c30f7fec479d601b6df8	hash:sha256:c4e810813d574518ffd70b22e530d6d3b04c7fefff50a9c7d2edc608f5d1512a	MODIFIER_ONLY	cleaned-output-atom:8d04b1a493254a06ffccfd44	MODIFIER_OF_EXISTING_CONCEPT	concept-cluster:527fc2be53e4a1f199e90a03	BRONZE	8a5f85029d818a844547c8a981bc80e614bb784ab94b7cd923f59a7b277a6499							
human-semantic-audit:ce027f90075608cdf4031267	453	assertion-b2:01ccea861e925a9370eb90ad	family.ace_cup_of_excellence	artifact-b2:a62c7dd8177706e3d2823b8b	effective-b2:eb4126fc3619ed98b4c07c7c	coffee-b2:801c66684d685101dbedc611	year.2021	GENERIC_ORGANIZER_SENSORY_FIELD	source-form:43073393785c559cb1790b98	hash:sha256:39ba4d7544b40f2d85386c13eb949e7ce2f5543da56e22dc9bbaea53694f8f67	NON_DESCRIPTOR	cleaned-output-atom:11c796f0ede21a431ee7a425	NON_DESCRIPTOR	concept-cluster:e19439a1888f45a3a28b7d8a	SILVER	8aac5b48968c1df1f85995457b608db482105b1881e519b887855d5f7dd023fb							
human-semantic-audit:d15246b8792a65f72607e61f	454	assertion-b2:5ddbd53398c35924a06fcfd6	family.sheba_coffee_yemen_auction	artifact-b2:ea6f775592fb968c679c0df3	effective-b2:5e182d73fd4905adc207d998	coffee-b2:5e182d73fd4905adc207d998	year.2021	PROFESSIONAL_AUCTION_LOT_SENSORY_FIELD	source-form:1b34e91e4280398af2590e30	hash:sha256:10fad91a03b199ce69139e3a58598612fb904a7a8712700870601e5955d86e94	VALID_STRICT_FLAVOR	cleaned-output-atom:34e9cb2f0418bf968bcad076	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	concept-cluster:c77d3443b248de8dd00b0810	BRONZE	8abb55fef39793ac22d059af5bb126511cd17cf6fdf1a93c5f48e89ff9d4e87a							
human-semantic-audit:202f645e2b504b9ffbf05fd3	455	assertion-b2:b47f5598c939ed8bf6b7ab84	family.ace_cup_of_excellence	source-artifact:fc7336fc1542b8a014595644	effective-b2:5f6c9ced64a676c4a4cfc8d3	coffee-b2:50f72516f776f1b7a38467e8	year.2024	GENERIC_ORGANIZER_SENSORY_FIELD	source-form:5e356f10ef7b19891dcc27e5	restricted://post20k_extension/assertions/assertion-b2:b47f5598c939ed8bf6b7ab84	VALID_COMPOUND_PRESERVED	cleaned-output-atom:e3bda716b1d1cdf23c6eff14	EXISTING_CANONICAL_EXACT	concept-cluster:8e4591cb1c2e54de44cdcca9	SILVER	8b13f8fcd42e39d2f98e5894041dd9db32b5dfb1f85be519f883144c0e39bada							
human-semantic-audit:085fc5d355a6e82f5996cbe3	456	assertion-b2:f20e440e091051597a35402a	family.ace_cup_of_excellence	source-artifact:aa5e827cc6afac4ec2f87ca6	effective-b2:c745b92aa4a641bd56f012f8	coffee-b2:a782b562960a58b251bd84d0	year.2024	GENERIC_ORGANIZER_SENSORY_FIELD	source-form:25dcc3b281295097614a6847	restricted://post20k_extension/assertions/assertion-b2:f20e440e091051597a35402a	NON_DESCRIPTOR	cleaned-output-atom:8fd4e753083c098c7a613a2d	NON_DESCRIPTOR	concept-cluster:5ca36977ec6bfa34d442ff3a	SILVER	8b62cc24a94b7baa7a173b3c462fcfdfe655e3ff3b78afe45553e4e139312a6c							
human-semantic-audit:f2029e2263846f53492f9e6b	457	assertion-b2:2c9dba602b07b4a0c73c2b3c	family.frontiers_inera_robusta_q_grader_panel	source-artifact:afadd6ca20ca86ec495bd740	effective-post20k:4471a16df93ae8c9fef3c02a	coffee-post20k:f284f165b522cfc83162b4a4	year.2022	TRAINED_PANEL_SAMPLE_CONSENSUS	source-form:f97e9da0e3b879f0a9df979a	restricted://post20k_extension/assertions/assertion-b2:2c9dba602b07b4a0c73c2b3c	NON_DESCRIPTOR	cleaned-output-atom:a588cfcfa88397e3572df002	NON_DESCRIPTOR	concept-cluster:253aa868967b741f0a564e37	GOLD	8bb787bf1a9db2f9e858a90e733d11644f7106885c6a12f5b639ff98cc6ed738							
human-semantic-audit:a24af7b7a464ee0b9201bb7d	458	assertion-b2:e277e2f85685912125499f82	family.project_origin	artifact-b2:7513f5ee31b0a0438262d0c0	effective-b2:4f7526d2ffb7a8520de70ef3	coffee-b2:da77fbb58307d90afdf9d1fc	year.2026	PROFESSIONAL_COMMERCIAL_SENSORY_FIELD	source-form:872bf483cf82a99880f30bc3	hash:sha256:4ca4907214379e36c60ad8d02eacfc2ee0ec0f8bfc3d64473144dc8b78c6b36f	VALID_BROAD_SENSORY	cleaned-output-atom:740294a22c7acb4f2c22c4f6	QUALITY_OR_STRUCTURE_ATTRIBUTE	concept-cluster:85a01358939418c9214457ae	BRONZE	8bcd51d1993daf0c75ace799388d7b26e5f8cb34d970482406e8b6edbdbc28f7							
