review_item_id	priority_tier	provisional_normalized_form_id	assertion_count	effective_record_count	source_family_count	year_count	unresolved_assertion_count	strict_assertion_count	broad_assertion_count	mapping_methods	mapping_confidences	mapping_bases	rights_states	distribution_gap_affected	machine_recommendation	reviewer_decision	reviewer_reason
review-cluster-current:9d0bda88e14d93a277db1a48	P2	provisional-form:1e67037bc5e90f888a47cbef	41	38	2	8	36	41	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:0f85b887709de04db2e4c00c	P2	provisional-form:a9f74d1ec36ebdeb2da3f6e5	40	31	2	6	6	40	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:c6a3805b22c759945388c7cd	P2	provisional-form:83a1cbb2b2d02d342042c004	39	38	2	15	38	39	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:54f3aeea0b8e14a992e9c959	P2	provisional-form:94e44d9d24608ae2161d0c56	39	39	2	10	38	39	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:4bafdb90e4f26f7352e748c2	P2	provisional-form:2c74f1d403db57213c16ee76	37	37	3	10	34	37	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:5fa7ebb5e3fd29a0d2240379	P2	provisional-form:c0e5eb15b27d73702d8c713b	37	37	1	16	37	37	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:9bf502582c07d011f9c0647f	P2	provisional-form:f5f445528f4a0134354c891f	36	34	2	14	35	36	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:c3a11782a8ed4a6dd2fdbd62	P2	provisional-form:4d1608c849f1a4968565d501	35	34	2	11	34	35	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:2a49d31341f7761e5d0eca92	P2	provisional-form:1ad25926af75be80d80a6551	35	34	2	11	32	35	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	PENDING|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:99d629d279b30cd20f17006f	P2	provisional-form:bd071899591c00d2276d2254	34	34	1	10	31	0	34	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	PENDING|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:6c1c541a762f6f84486b65d4	P2	provisional-form:dca63bd6e65a45927827e3a9	33	33	3	12	28	0	33	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:efb6af4e2785a9752ab2e58c	P2	provisional-form:1408707da3683ced616bc0bc	33	28	3	5	4	33	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:7b2ab7f3ba2bb8ab4a2a9cc1	P2	provisional-form:55647a2b339915d33b59a244	33	32	2	8	9	33	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:e542a458e6ee64df0cacc72d	P2	provisional-form:92585bfe24e3f8d73f47b2ed	33	33	1	10	33	33	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:6e58472207cd876202762c92	P2	provisional-form:c9452dcec3d330f089036f5b	32	31	2	14	30	32	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:8824245d2f485849ebd0d575	P2	provisional-form:e8373ce99f87b6e75fffa1fb	32	26	1	1	0	0	32	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_ABSTAIN		
review-cluster-current:5f4c54ca788bc0f5a6bf2900	P2	provisional-form:0c274639936717793d7695ef	31	31	2	15	31	31	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:fb04e8809fc02b48bb9f0665	P3	provisional-form:6c83126bfcb0c11f963495f9	31	31	2	9	29	31	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:7a2176e31f9226dda5dc4edc	P3	provisional-form:fc66f021c67d064c1490a12b	30	27	3	5	3	0	30	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:79a6262597caf8ea3de457d8	P3	provisional-form:ffbf4559cb6290960f1b1709	30	28	2	3	3	30	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:8a50936f5851ae50001440a3	P3	provisional-form:ef3f9a0e89c97a26e9469ae5	30	26	1	1	0	30	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_ABSTAIN		
review-cluster-current:36e32b2e6244fe920dc1e679	P3	provisional-form:e7be2c21ba8e9e96a85a7e48	29	29	2	12	24	0	29	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:95da9d72aa8ad4ced2dd06c7	P3	provisional-form:b6e4221dfda0c45f51475403	29	28	1	6	29	29	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:2b69caae7a49714a9bca7ca3	P3	provisional-form:d776f7cf4e43af5c0bc12b56	28	28	3	12	25	28	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:a34a517359e9382fbe54c67d	P3	provisional-form:e3ae0782ba0071285ea94cdd	28	27	2	13	20	0	28	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:dbde809c1772dcb8fdbd823b	P3	provisional-form:b493d48364afe44d11c0165c	27	27	1	12	27	27	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:46ff44ff8cfaf452dc429d5b	P3	provisional-form:95b396c0ac6e95bee7f49644	27	27	1	10	27	27	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:f1516c2fe2a6419046d3bf2a	P3	provisional-form:fbdb2f7f6e6223ff9071a3de	27	27	1	5	27	27	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:623151db83c311d4db48420c	P3	provisional-form:913a4cb91be20332f3559f80	25	25	1	10	25	25	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:6912d6b6c3981d48c8ed0633	P3	provisional-form:07001e8089072aa27db4ede1	25	25	1	8	25	25	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:cad04fdd630802d41e7c945d	P3	provisional-form:206b5ec743f4c4871bc45ea8	24	24	2	11	23	0	24	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:600f6691f7094613bd0d8ca6	P3	provisional-form:8e365769abf7defdf7e7f349	24	24	1	6	24	24	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:20c83834e820410ead8d522b	P3	provisional-form:32c2c9ff3c90610664fdb4fd	24	22	1	1	0	0	24	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_ABSTAIN		
review-cluster-current:460e5945fbc0481830af1d9e	P3	provisional-form:109c7f28ed7f6f3cdabc79a3	23	23	3	12	21	23	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:798cd3b1508fd7f37dd96847	P3	provisional-form:31a2d5282683edb3a22c565f	23	22	2	11	21	23	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:21d84a34eb5622ab04d9ec58	P3	provisional-form:549819b27ee092f84cbc4dab	23	22	2	9	22	23	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:ef9812d92e19140a0456368c	P3	provisional-form:f9e263cde179789459a96a0f	23	23	1	11	23	23	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:caac4fe1b7e67cb899d66504	P3	provisional-form:9e8c9731465cd632d80ddde8	23	23	1	10	23	23	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:8b008bff868c776aa22bf904	P3	provisional-form:b2e55e456cf481005d30ad1d	23	23	1	10	23	23	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:d8c3021410bd1d4e387d4645	P3	provisional-form:c9b82b90ae572c840a7698cf	23	23	1	10	23	23	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:ff5ef88f60037cb26ddc66c6	P3	provisional-form:fef8cec0ffdcbf78b64df6bd	23	21	1	8	23	23	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:3987f5da9b8873d50d6d86fe	P3	provisional-form:3748fbd132cd645a37562a4d	22	21	2	8	13	22	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:98a7a5ca2218ab65d54df157	P3	provisional-form:dc6f17bbec824fff8f865879	22	22	1	7	22	22	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:b5a4f62f6ccf9fa6ce0ef4e8	P3	provisional-form:e48c0ac057c331f23e9c5982	22	20	1	6	22	22	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:51b962e6df2c96cc4bb372bc	P3	provisional-form:a0e732628346bf0f5713f4e2	22	21	1	1	0	22	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_ABSTAIN		
review-cluster-current:d1c88deb5fa4fcd1f6f60728	P3	provisional-form:7a2be4e60db3a98f2223e8d7	21	18	2	4	3	21	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:66966dba9fa9720b903c419c	P3	provisional-form:6ef7c9b15ecdd69083724b84	21	19	2	2	1	0	21	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:04d1a520f53dfadc5f58d907	P3	provisional-form:4e13036242884ae12e0b35f5	21	18	1	1	0	21	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_ABSTAIN		
review-cluster-current:acacff672a1720277716b267	P3	provisional-form:2efa64f91736e51bfbcae85b	20	20	2	11	20	20	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:d95abb873f2396559b099220	P3	provisional-form:42be22c266603b34e0931de4	20	20	2	8	19	20	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:884aebf561edab504c2377c8	P3	provisional-form:0b571c894bfaacb2f4d9edb2	20	20	2	7	10	20	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:eff2a37d6c07accbbe70d725	P3	provisional-form:d0d092b83d4aefab43b6c1ba	20	20	1	9	20	0	20	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:bd9a1a96af61a6369e5be9a9	P3	provisional-form:f3acfc5ce9afab87dffc3f49	20	19	1	9	20	20	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:47cc491bd59b388c10d0e7a7	P3	provisional-form:c62a908dd8f1f63c24b3584b	20	20	1	7	19	0	20	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	PENDING|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:39875e658a237c04c6e421fe	P3	provisional-form:ae02ea8b62fbf7ab4173f1b7	19	19	3	9	14	19	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:c8054ab7c6ac871c3d0a3235	P3	provisional-form:16483ee69d87406099474176	19	19	3	8	11	19	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
